snapped_at,price,market_cap,total_volume
2019-01-26 00:00:00 UTC,0.9964174089038937,73970566.4905321,655529.7229886547
2019-01-27 00:00:00 UTC,1.0020768261713004,74542321.08671321,316467.9294629525
2019-01-28 00:00:00 UTC,1.000246807904428,74509568.98148486,262771.27737336955
2019-01-29 00:00:00 UTC,1.0075993575348754,74640471.76186857,508340.25793623703
2019-01-30 00:00:00 UTC,0.9998668309489757,74507770.97875972,5330427.614134985
2019-01-31 00:00:00 UTC,1.0057175360640251,75671833.77306378,7137640.185202918
2019-02-01 00:00:00 UTC,1.0023692323515296,75640162.88194938,8119825.048567862
2019-02-02 00:00:00 UTC,1.0101570816744363,76282958.53983057,7023954.814489884
2019-02-03 00:00:00 UTC,1.0012137405103094,75945901.87240179,7831439.283664672
2019-02-04 00:00:00 UTC,1.0035932677506536,76203594.09081084,9103449.048712865
2019-02-05 00:00:00 UTC,1.0035065927120015,76712016.8295059,7439311.213151653
2019-02-06 00:00:00 UTC,1.001299641244009,76605962.19366457,8525463.084419431
2019-02-07 00:00:00 UTC,0.9997909007288647,76782416.4948532,8777702.596524647
2019-02-08 00:00:00 UTC,0.9971565539610675,76516694.49235536,7863378.916414541
2019-02-09 00:00:00 UTC,1.014166031477909,77589470.99861312,8456774.914227517
2019-02-10 00:00:00 UTC,1.0041475101589408,77680345.29555055,6407634.0275728265
2019-02-11 00:00:00 UTC,1.0021712734093486,77668657.05235085,8063499.50168844
2019-02-12 00:00:00 UTC,1.005041707936578,77151008.74810717,9597126.1567299
2019-02-13 00:00:00 UTC,1.0082596727323332,78250308.79826626,9754549.874973629
2019-02-14 00:00:00 UTC,1.0059649120379948,78502461.58638674,11925068.414174339
2019-02-15 00:00:00 UTC,1.003376306057104,78397375.6159835,11097922.272989117
2019-02-16 00:00:00 UTC,1.00409090480094,78638596.80706532,10517653.92753342
2019-02-17 00:00:00 UTC,1.003620327804049,78787685.79840454,11208232.506097706
2019-02-18 00:00:00 UTC,1.0073464060570434,79592882.97148864,12342968.560710791
2019-02-19 00:00:00 UTC,1.0134358725123092,80450687.97404298,14847845.454362422
2019-02-20 00:00:00 UTC,1.0038763754327216,80550978.17898221,16972591.733704526
2019-02-21 00:00:00 UTC,1.006367025488664,81968304.14389595,21773910.168887075
2019-02-22 00:00:00 UTC,1.0116847762271675,82322433.9936834,26750419.42037377
2019-02-23 00:00:00 UTC,1.007916002584841,84776564.41783671,24347654.063626144
2019-02-24 00:00:00 UTC,1.011849947979562,85815259.62909235,26392837.38707772
2019-02-25 00:00:00 UTC,0.9964446833882262,87659514.96110852,30258537.017382488
2019-02-26 00:00:00 UTC,1.00456871548141,88375033.10503606,35941529.605998114
2019-02-27 00:00:00 UTC,1.0077379551997736,89059928.54799414,21240982.521276392
2019-02-28 00:00:00 UTC,1.0037304859165619,88779871.6332733,101490346.42604367
2019-03-01 00:00:00 UTC,1.0028006834637126,89231403.95650002,43096231.782113254
2019-03-02 00:00:00 UTC,1.0006789329138597,89244556.22331263,46007474.497264676
